X_rms,X_std,Y_min,Y_max,Y_range,Y_rms,Y_std,Z_min,Z_max,Z_range,Z_rms,Z_std,X_jerk_rms,X_jerk_std,Y_jerk_min,Y_jerk_max,Y_jerk_range,Y_jerk_rms,Y_jerk_std,Z_jerk_min,Z_jerk_max,Z_jerk_range,Z_jerk_rms,Z_jerk_std,total_jerk_min,total_jerk_max,total_jerk_range,total_jerk_rms,total_jerk_std,SMA,X_entropy,Y_entropy,Z_entropy,label
0.225878487526257,0.592361917678945,-0.832984992730757,-0.421077829207499,0.551838257825765,0.61587198485387,0.544362444075778,0.0419710151614789,0.162636160684935,0.0526390970027326,-0.406387429031512,0.00131527767512381,0.660907319370273,0.640371428784868,-0.842069530618593,0.0511914054025322,0.486726096286331,0.344668643934734,0.347116424605024,0.0391035388813829,0.154792424286947,0.0689042710170749,0.112753071069947,0.106628591466872,-0.076740911157305,0.315555874049518,0.201631428909882,0.104587923344331,0.108164193028362,-0.0531892161830851,-0.747438112003484,-0.747438112003484,-0.747438112003484,2
-1.02239433379362,-1.38329199453878,1.39867029476447,0.315788616445179,-1.03582862562854,-1.09272790584803,-1.0591167818622,0.813270227623155,-0.943701015868875,-0.949917219512639,-0.609800959582629,-0.897475323252561,-1.29214911522786,-1.29051235175277,0.750673973669217,-0.763590181338955,-0.788128724931362,-0.76844765029597,-0.766892142974339,1.00683687472392,-0.929688310369083,-1.00631808965447,-0.950051535338146,-0.948420291144232,0.955640729310725,-1.04586377748142,-1.05363067513846,-1.04080235878053,-1.03939139484359,-1.03823476696363,1.31588805388424,1.31588805388424,1.31588805388424,3
-1.73862930498525,-1.04421785966952,0.168385694246203,-2.08715373961515,-0.718038851695329,0.34980471644329,-0.709617825782955,0.533046237413758,-1.07743671077316,-0.843359342093309,-1.02744543291852,-0.723336357482881,-1.02261972741015,-1.02129809759812,0.622141500999969,-0.700778110252795,-0.686699954356137,-0.68600185813167,-0.685400544112457,0.748083082213479,-0.756093353789499,-0.784654417974857,-0.790816045811077,-0.78944835461562,0.858223606885825,-0.867272362021614,-0.909851624489176,-0.929759788373047,-0.929327030219237,-0.356567481100072,0.788016955173183,0.788016955173183,0.788016955173183,4
-0.599607765352064,-0.706272752072736,0.600188171914687,1.25551640135181,-0.131788383463519,-0.576602285242618,-0.194868859821965,0.434254859394034,-0.349913640970927,-0.433145597406958,-0.739297208143352,-0.410865409967532,-0.794712610623425,-0.794565846099545,0.337268210701824,-0.463624194657201,-0.413575502215583,-0.448370532005765,-0.447332816566724,0.222876860545489,-0.236840622101092,-0.240321575821909,-0.366583550198462,-0.365882653711346,0.387188425830993,-0.450917030465049,-0.440622132049202,-0.469837442141011,-0.469223849103153,-0.752346946805974,0.788016955173183,0.788016955173183,0.788016955173183,1
0.907418609166854,0.532896359390883,0.837560269559832,-0.573939901715259,-0.833318233234288,-1.05382143610764,-0.87720605262845,0.523692147700007,-0.653924103440603,-0.633928554610073,-0.47552759191082,-0.507353753517621,-0.196117176807912,-0.19504831051778,0.697101740440573,-0.715471133310124,-0.735028841348829,-0.667629470322371,-0.665778172029222,0.76342709223351,-0.540885019943519,-0.670237314097124,-0.545845111117674,-0.544174106244476,0.708026080792934,-0.741896976090407,-0.76396259488497,-0.682970348477201,-0.681471848138299,-0.629936581480274,0.00560325342697566,0.00560325342697566,0.00560325342697566,7
-0.40241472485673,0.250293951936631,-0.147402744310597,-0.446121947972973,-0.00609934662434553,0.364531531476682,0.188845882675151,0.0353409476962594,0.642450243680011,0.287491924799436,-0.0679131056906285,0.191801530574688,0.343943704210562,0.348393450546469,0.0323314484775286,0.107167735294191,0.0351570721850687,0.151208238297405,0.154466974157847,-0.570547892474196,0.180505959939577,0.374346258426008,0.400774726183048,0.403386390045595,-0.326826371331786,0.268056351711832,0.315046967005705,0.409648341477308,0.412148699851321,-0.0778158048788388,-0.747438112003484,-0.747438112003484,-0.747438112003484,2
-0.127315045458751,-0.887539229598726,0.590524720328575,-1.12914423845641,-0.789806154491046,-0.474175558950525,-0.782872806261756,0.872015244069934,-0.569267433794153,-0.805624521409454,-0.226216713009526,-0.778382592624581,-0.840123755822807,-0.838446539599008,0.706413774939531,-0.79621695769072,-0.779971019197907,-0.714379329552237,-0.713903729247698,0.708849732081651,-0.748072841452368,-0.761397121391908,-0.737515081732238,-0.736237721586996,0.747072316142682,-0.796258797369096,-0.812889274168647,-0.82431374777892,-0.823046015198805,-0.089459349494788,0.640595922426721,0.640595922426721,0.640595922426721,7
2.08696893133134,-1.45460809089481,1.17739372379461,-0.0279029441892743,-0.953963749293603,-1.366667156338,-0.995112016421051,0.637638671246893,-1.06951572734109,-0.903333031229546,-1.11903154581376,-0.834777320652875,-1.37074021038661,-1.3699694326877,0.762083069968601,-0.860958261135392,-0.842421350539731,-0.774687794621601,-0.77320170730784,0.999402858285832,-0.911432345332248,-0.992443943522152,-0.928844527442353,-0.927593513291497,1.02725571365535,-0.968150862710365,-1.05371075943199,-1.03240673455334,-1.03199889164957,-0.510396583529836,0.670649933410268,0.670649933410268,0.670649933410268,0
-0.653866280321256,-0.339066381792991,1.09581159650493,1.14344148240278,-0.561370377617742,-0.714583689975351,-0.557157933843172,0.408184376082328,-0.756818819544285,-0.612984453320489,-0.911048556614428,-0.547568569401015,-0.710718137147412,-0.710288112205214,0.635462552035081,-0.671361819648904,-0.679486479603941,-0.651507816899658,-0.650360777674798,0.580238221693335,-0.769656000173114,-0.712238987377986,-0.687193236378479,-0.686516902686109,0.73015284668113,-0.728674272840495,-0.769439019296399,-0.779855556440512,-0.779168383538918,-0.974916817027478,1.50406940323494,1.50406940323494,1.50406940323494,0
1.00170279815052,0.196092803902671,0.389095480879929,0.0692019993958373,-0.293362877009922,-0.476128401763501,-0.279830588102606,-0.180536535032787,0.7882102374831,0.489257632955967,-0.0960071692554333,0.31828061984429,0.369342147599145,0.371363964615429,0.271722208141306,-0.195132642854278,-0.245184637359687,-0.184822008184432,-0.184461324526215,-0.301910713986383,0.482889959236862,0.417217332731502,0.249000069337715,0.250147736818937,-0.364959956123858,0.518106692939903,0.46236152134852,0.381179257305777,0.382298217137852,-0.188304147643756,0.0789522351101814,0.0789522351101814,0.0789522351101814,2
0.0366617645168847,-0.380054986483507,0.746650193833943,-0.229510234046356,-0.664098591917825,-0.82325262570009,-0.777496696167261,0.648583932993452,-0.550460354854597,-0.660321616968509,-0.234579546767712,-0.562418664608186,-0.181878491646201,-0.191300856964328,0.682505343280681,-0.0516191358090969,-0.399493160059297,-0.426087498474992,-0.436576841869271,0.0586041778037758,-0.539734781700774,-0.333278967161411,-0.295726168829381,-0.300866786802811,0.123723937091098,-0.605487771153904,-0.373962417361851,-0.239443069452303,-0.252238317711583,-0.414991185361686,-0.843711937657024,-0.843711937657024,-0.843711937657024,5
-1.30156636764089,-0.844702176390883,-0.0511314965369652,-0.517651055887579,-0.103435055257547,0.0908361648353043,0.0841964222567287,0.603699924975622,-0.895977196956088,-0.799157127917122,-0.606366590879537,-0.7395212523351,-0.999416753902087,-0.997478271641833,0.582354425121887,-0.462429278381622,-0.547297488971198,-0.506169419538496,-0.504798679941627,0.863884268710439,-0.807501186518774,-0.868989447333376,-0.825352416715571,-0.823908976482686,0.863641330807348,-0.957431586998097,-0.958389721353075,-0.925251160367456,-0.923850189631286,-0.565560361101163,0.579593697518393,0.579593697518393,0.579593697518393,1
0.415984165985902,0.840827840788362,0.383300358115849,-0.589784537040675,-0.47269105530392,-0.26651126943322,-0.55025346979131,0.388943146251645,-0.669765726323124,-0.559374514248166,-0.447468988737113,-0.607402718804609,0.695440532191152,0.693351510742232,0.638600552019603,-0.311050601553117,-0.503432932626475,-0.566134573517788,-0.565184869100369,0.51734326911026,-0.659374388842378,-0.619844698247039,-0.597059654351582,-0.596407911594662,0.296070300537046,-0.108865754357975,-0.217701391483886,-0.471040324622857,-0.471175107255779,-0.127251309261336,1.43484150804124,1.43484150804124,1.43484150804124,7
